smiles,mol,tpsa,mol_w,qed,HBA,HBD,logP,MR
CC(C)Oc1ccc(cc1Cl)C(=O)N[C@H](CNC(=O)CN(C)C)Cc1ccc(cc1)-c1cn2cccc([C@H](C)O)c2n1,<rdkit.Chem.rdchem.Mol object at 0x0000029143440090>,108.2,591.2612323760011,0.22365715330887334,7,3,4.514100000000004,164.99969999999962
c1ccc(cc1)-c1n[nH]c2c1oc1ccccc21,<rdkit.Chem.rdchem.Mol object at 0x00000291434400F0>,41.82,234.07931294,0.5409722084683142,2,1,3.9761000000000015,71.30170000000004
c1ccc(cc1)-c1n[nH]c2c1oc1ccccc21,<rdkit.Chem.rdchem.Mol object at 0x0000029143440150>,41.82,234.07931294,0.5409722084683142,2,1,3.9761000000000015,71.30170000000004
COc1ccc(\C=C2CCCN=C/2c2cccnc2)c(OC)c1,<rdkit.Chem.rdchem.Mol object at 0x00000291434401B0>,43.71000000000001,308.15247788000056,0.8633982830813022,4,0,3.7653000000000025,92.39800000000004
COc1ccccc1OC(=O)c1ccccc1OC(C)=O,<rdkit.Chem.rdchem.Mol object at 0x0000029143440210>,61.830000000000005,286.0841235480004,0.6385630881360356,5,0,2.8397000000000006,75.70350000000003
COc1ccccc1O,<rdkit.Chem.rdchem.Mol object at 0x0000029143440270>,29.46,124.052429496,0.6127725486570802,2,1,1.4008,34.6588
COc1ccccc1OCC(O)CO,<rdkit.Chem.rdchem.Mol object at 0x00000291434402D0>,58.92,198.089208928,0.7198499687675641,4,2,0.4272000000000001,51.58160000000003
COc1ccccc1OCC(O)CO,<rdkit.Chem.rdchem.Mol object at 0x0000029143440330>,58.92,198.089208928,0.7198499687675641,4,2,0.4272000000000001,51.58160000000003
NC(=N)N\N=C\c1c(Cl)cccc1Cl,<rdkit.Chem.rdchem.Mol object at 0x0000029143440390>,74.26,230.01260161599998,0.41216950976615796,2,3,1.8103700000000003,59.10580000000001
NC(=N)N\N=C\c1c(Cl)cccc1Cl,<rdkit.Chem.rdchem.Mol object at 0x00000291434403F0>,74.26,230.01260161599998,0.41216950976615796,2,3,1.8103700000000003,59.10580000000001
NC(=N)N\N=C\c1c(Cl)cccc1Cl,<rdkit.Chem.rdchem.Mol object at 0x0000029143440450>,74.26,230.01260161599998,0.41216950976615796,2,3,1.8103700000000003,59.10580000000001
NC(=N)N\N=C\c1c(Cl)cccc1Cl,<rdkit.Chem.rdchem.Mol object at 0x00000291434404B0>,74.26,230.01260161599998,0.41216950976615796,2,3,1.8103700000000003,59.10580000000001
NC(=N)NCC1COC2(CCCCC2)O1,<rdkit.Chem.rdchem.Mol object at 0x0000029143440510>,80.36000000000001,213.147726848,0.46190306091295014,3,3,0.5452699999999997,56.55780000000003
NC(=N)NCCN1CCCCCCC1,<rdkit.Chem.rdchem.Mol object at 0x0000029143440570>,65.14,198.18444670399998,0.46263696093343076,2,3,0.7355699999999996,59.44180000000003
NC(=N)NCCN1CCCCCCC1,<rdkit.Chem.rdchem.Mol object at 0x00000291434405D0>,65.14,198.18444670399998,0.46263696093343076,2,3,0.7355699999999996,59.44180000000003
NC(=N)NC(=O)Cc1c(Cl)cccc1Cl,<rdkit.Chem.rdchem.Mol object at 0x0000029143440630>,78.97,245.012267268,0.5462961576523643,2,3,1.5455700000000003,60.22280000000001
NC(=N)NC(=O)Cc1c(Cl)cccc1Cl,<rdkit.Chem.rdchem.Mol object at 0x0000029143440690>,78.97,245.012267268,0.5462961576523643,2,3,1.5455700000000003,60.22280000000001
NC(=N)NC(=O)Cc1c(Cl)cccc1Cl,<rdkit.Chem.rdchem.Mol object at 0x00000291434406F0>,78.97,245.012267268,0.5462961576523643,2,3,1.5455700000000003,60.22280000000001
NC(N)=N,<rdkit.Chem.rdchem.Mol object at 0x0000029143440750>,75.89,59.04834715999999,0.2429555006684892,1,3,-1.1614300000000002,16.1015
NC(N)=N,<rdkit.Chem.rdchem.Mol object at 0x00000291434407B0>,75.89,59.04834715999999,0.2429555006684892,1,3,-1.1614300000000002,16.1015
NC(N)=NCCSSCCN=C(N)N,<rdkit.Chem.rdchem.Mol object at 0x0000029143440810>,128.8,236.08778651199998,0.19241006911097897,4,4,-1.0853999999999984,66.2696
NC(N)=NCCC(O)=O,<rdkit.Chem.rdchem.Mol object at 0x0000029143440870>,101.70000000000002,131.069476528,0.3281569221805813,3,3,-1.2654999999999998,32.9296
Nc1nc2n(cnc2c(=O)[nH]1)[C@@H]1O[C@@H](CO)[C@@H](O)[C@H]1O,<rdkit.Chem.rdchem.Mol object at 0x00000291434408D0>,159.51,283.09166851600037,0.39813741611480424,9,5,-2.6866999999999996,65.57050000000001
CSc1nc2ccc3nc(NC(=O)C(c4ccccc4)c4ccccc4)sc3c2s1,<rdkit.Chem.rdchem.Mol object at 0x0000029143440930>,54.88,447.0533751640005,0.3168492956054802,6,1,6.398500000000004,127.93570000000001
OC(=O)C1=CCCNC1,<rdkit.Chem.rdchem.Mol object at 0x0000029143440990>,49.33,127.063328528,0.5205491581501409,3,2,-0.009299999999999808,33.2055
Cc1nc(sc1CSc1ccc(OCC(O)=O)c(C)c1)-c1ccc(c(F)c1)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x00000291434409F0>,59.42,471.0585982840005,0.32187082074863915,6,1,6.340540000000004,111.11780000000003
Cc1nc(sc1CSc1ccc(OCC(O)=O)c(C)c1)-c1ccc(c(F)c1)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x0000029143440A50>,59.42,471.0585982840005,0.32187082074863915,6,1,6.340540000000004,111.11780000000003
Cc1nc(sc1CSc1ccc(OCC(O)=O)c(C)c1)-c1ccc(c(F)c1)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x0000029143440AB0>,59.42,471.0585982840005,0.32187082074863915,6,1,6.340540000000004,111.11780000000003
CCOC(=O)c1ccc(cc1)-n1cc(Cc2cnc(OCC)nc2)c(=O)nc1SCc1ccc(F)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000029143440B10>,96.2,520.1580545000007,0.16982280547484002,9,0,4.620100000000004,137.7584999999999
CN(CCOc1ccc(CC(Nc2ccccc2C(=O)c2ccccc2)C(O)=O)cc1)c1ccccn1,<rdkit.Chem.rdchem.Mol object at 0x0000029143440B70>,91.76,495.2158064080008,0.26918868716570815,7,2,4.9356000000000035,144.51099999999983
COc1ccc(COc2ccc(Cc3cnc(N)nc3N)cc2OC)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000029143440BD0>,105.51,366.1691905640006,0.6621176234986874,7,2,2.828000000000001,103.98280000000001
CC(C)[C@H]1[C@H]2[C@@H](CCN2C(=O)\C=C\CN2CCCCC2)N(C1=O)S(C)(=O)=O,<rdkit.Chem.rdchem.Mol object at 0x0000029143440C30>,78.0,397.2035274720008,0.6487606737046843,5,0,1.0720000000000016,103.35480000000005
OC(=O)Cc1cccc(OCCCN(CC(c2ccccc2)c2ccccc2)Cc2cccc(c2Cl)C(F)(F)F)c1,<rdkit.Chem.rdchem.Mol object at 0x0000029143440C90>,49.77,581.1944561920009,0.16213241118473115,4,1,8.089100000000006,154.35179999999968
OC(=O)Cc1cccc(OCCCN(CC(c2ccccc2)c2ccccc2)Cc2cccc(c2Cl)C(F)(F)F)c1,<rdkit.Chem.rdchem.Mol object at 0x0000029143440CF0>,49.77,581.1944561920009,0.16213241118473115,4,1,8.089100000000006,154.35179999999968
OC(=O)Cc1cccc(OCCCN(CC(c2ccccc2)c2ccccc2)Cc2cccc(c2Cl)C(F)(F)F)c1,<rdkit.Chem.rdchem.Mol object at 0x0000029143440D50>,49.77,581.1944561920009,0.16213241118473115,4,1,8.089100000000006,154.35179999999968
COc1ccc2n(C(=O)c3cccc(Cl)c3Cl)c(C)c(CCN3CCOCC3)c2c1,<rdkit.Chem.rdchem.Mol object at 0x0000029143440DB0>,43.7,446.1163979880007,0.5623193298366972,5,0,4.828320000000005,120.38050000000005
CC(C)c1onc(c1COc1ccc(\C=C\c2cccc(c2)C(O)=O)c(Cl)c1)-c1c(Cl)cccc1Cl,<rdkit.Chem.rdchem.Mol object at 0x0000029143440E10>,72.56,541.0614412240006,0.22508309317626665,5,1,8.872800000000002,144.16129999999984
CC(C)c1onc(c1COc1ccc(\C=C\c2cccc(c2)C(O)=O)c(Cl)c1)-c1c(Cl)cccc1Cl,<rdkit.Chem.rdchem.Mol object at 0x0000029143440E70>,72.56,541.0614412240006,0.22508309317626665,5,1,8.872800000000002,144.16129999999984
O=C(Nc1nc2ccccc2n1CCc1ccccc1)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x0000029143440ED0>,46.92,341.1528122280005,0.5795316996690424,3,1,4.531300000000003,104.27420000000001
Cn1cc(\C=C2/C(=O)Nc3cccnc23)c2ccccc12,<rdkit.Chem.rdchem.Mol object at 0x0000029143440F30>,46.92,275.10586203600036,0.6937341432555721,3,1,3.0660000000000016,83.65670000000003
Cn1cc(\C=C2/C(=O)Nc3cccnc23)c2ccccc12,<rdkit.Chem.rdchem.Mol object at 0x0000029143440F90>,46.92,275.10586203600036,0.6937341432555721,3,1,3.0660000000000016,83.65670000000003
Cc1nc(sc1CSc1ccc(OCC(O)=O)c(C)c1)-c1ccc(cc1)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x0000029143441030>,59.42,453.0680200960005,0.43168969335269286,6,1,6.201440000000004,111.15980000000002
Cc1nc(sc1CSc1ccc(OCC(O)=O)c(C)c1)-c1ccc(cc1)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x0000029143441090>,59.42,453.0680200960005,0.43168969335269286,6,1,6.201440000000004,111.15980000000002
Oc1c(Br)cc(C=C2C(=O)Nc3ccc(I)cc23)cc1Br,<rdkit.Chem.rdchem.Mol object at 0x00000291434410F0>,49.33,518.7966506960003,0.4099401317299728,2,2,5.014500000000002,99.16650000000001
Oc1c(Br)cc(C=C2C(=O)Nc3ccc(I)cc23)cc1Br,<rdkit.Chem.rdchem.Mol object at 0x0000029143441150>,49.33,518.7966506960003,0.4099401317299728,2,2,5.014500000000002,99.16650000000001
Oc1c(Br)cc(C=C2C(=O)Nc3ccc(I)cc23)cc1Br,<rdkit.Chem.rdchem.Mol object at 0x00000291434411B0>,49.33,518.7966506960003,0.4099401317299728,2,2,5.014500000000002,99.16650000000001
COc1ccccc1NC(=O)OCC1CCN(CC1)C(=O)OC(C)(C)C,<rdkit.Chem.rdchem.Mol object at 0x0000029143441210>,77.10000000000001,364.19982199600076,0.8769049263454403,5,1,3.890800000000003,98.49570000000007
CS(=O)(=O)CCNCc1nc(cs1)-c1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1,<rdkit.Chem.rdchem.Mol object at 0x0000029143441270>,106.10000000000001,597.1071375600008,0.17854525940491225,9,2,6.002600000000005,157.53019999999975
CS(=O)(=O)CCNCc1nc(cs1)-c1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1,<rdkit.Chem.rdchem.Mol object at 0x00000291434412D0>,106.10000000000001,597.1071375600008,0.17854525940491225,9,2,6.002600000000005,157.53019999999975
CCOc1c2CN(C(=O)c2c(OCC)c2ccccc12)c1ccc(CC(=O)NS(=O)(=O)c2ccccc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000029143441330>,102.00999999999999,544.1668076160007,0.3234440753691068,6,1,4.845200000000004,148.71599999999975
CCC(=O)NC[C@H](Cc1ccc(OCCc2nc(oc2C)-c2ccccc2)cc1)N\C(C)=C/C(=O)c1ccc(cc1)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x0000029143441390>,93.46000000000001,619.265791292001,0.11553850995698615,6,2,7.103920000000007,165.77689999999959
CCC(=O)NC[C@H](Cc1ccc(OCCc2nc(oc2C)-c2ccccc2)cc1)N\C(C)=C/C(=O)c1ccc(cc1)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x00000291434413F0>,93.46000000000001,619.265791292001,0.11553850995698615,6,2,7.103920000000007,165.77689999999959
CC(C)(Sc1ccc(CCN(CCCCC2CCCCC2)C(=O)NC2CCCCC2)cc1)C(O)=O,<rdkit.Chem.rdchem.Mol object at 0x0000029143441450>,69.64000000000001,502.32291433200123,0.23269630855444104,4,2,7.279300000000006,145.1214999999999
CC(C)(Sc1ccc(CCN(CCCCC2CCCCC2)C(=O)NC2CCCCC2)cc1)C(O)=O,<rdkit.Chem.rdchem.Mol object at 0x00000291434414B0>,69.64000000000001,502.32291433200123,0.23269630855444104,4,2,7.279300000000006,145.1214999999999
O=C(NC1CCOCC1)c1ccc(cc1)-c1cc(ccn1)-c1c[nH]nc1-c1ccccn1,<rdkit.Chem.rdchem.Mol object at 0x0000029143441510>,92.78999999999999,425.1851749760007,0.5019909470664278,5,2,4.109500000000002,121.7929
O=C(NC1CCOCC1)c1ccc(cc1)-c1cc(ccn1)-c1c[nH]nc1-c1ccccn1,<rdkit.Chem.rdchem.Mol object at 0x0000029143441570>,92.78999999999999,425.1851749760007,0.5019909470664278,5,2,4.109500000000002,121.7929
COc1cc(ccc1OCCN1CCCC1)-n1cnc2cc(sc2c1=O)-c1ccc(Cl)cc1,<rdkit.Chem.rdchem.Mol object at 0x00000291434415D0>,56.59,481.12269030800064,0.36055645049680174,7,0,5.250800000000005,133.38399999999996
FC(F)(F)c1nc(Nc2ccc(Cl)cc2Cl)ncc1C(=O)NCC1CCOCC1,<rdkit.Chem.rdchem.Mol object at 0x0000029143441630>,76.14,448.06806580400047,0.6923406863851136,5,2,4.702200000000002,102.65490000000003
COc1cc2ncn(-c3cc(OCc4ccccc4C(F)(F)F)c(s3)C(N)=O)c2cc1OC,<rdkit.Chem.rdchem.Mol object at 0x0000029143441690>,88.60000000000001,477.0970117160005,0.4131287445338218,7,1,4.800900000000004,116.34490000000004
COc1cc2ncn(-c3cc(OCc4ccccc4C(F)(F)F)c(s3)C(N)=O)c2cc1OC,<rdkit.Chem.rdchem.Mol object at 0x00000291434416F0>,88.60000000000001,477.0970117160005,0.4131287445338218,7,1,4.800900000000004,116.34490000000004
OC(=O)CCc1ccc(NCc2cccc(Oc3ccccc3)c2)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000029143441750>,58.56,347.1521435320006,0.5944808685212639,4,2,5.108200000000004,102.68350000000004
OC(=O)CCc1ccc(NCc2cccc(Oc3ccccc3)c2)cc1,<rdkit.Chem.rdchem.Mol object at 0x00000291434417B0>,58.56,347.1521435320006,0.5944808685212639,4,2,5.108200000000004,102.68350000000004
OC(=O)CCc1ccc(NCc2cccc(Oc3ccccc3)c2)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000029143441810>,58.56,347.1521435320006,0.5944808685212639,4,2,5.108200000000004,102.68350000000004
[O-][N+](=O)c1ccc(Cl)c(c1)C(=O)Nc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x0000029143441870>,72.24,276.0301698280002,0.6886523017493499,3,1,3.5005000000000015,72.50160000000002
[O-][N+](=O)c1ccc(Cl)c(c1)C(=O)Nc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x00000291434418D0>,72.24,276.0301698280002,0.6886523017493499,3,1,3.5005000000000015,72.50160000000002
CC1=NN=C(c2ccc(N)cc2)c2cc3OCOc3cc2C1,<rdkit.Chem.rdchem.Mol object at 0x0000029143441930>,69.2,293.1164267200004,0.8219087960958998,5,1,2.7669000000000015,85.87140000000004
CC1=NN=C(c2ccc(N)cc2)c2cc3OCOc3cc2C1,<rdkit.Chem.rdchem.Mol object at 0x0000029143441990>,69.2,293.1164267200004,0.8219087960958998,5,1,2.7669000000000015,85.87140000000004
CC(C)=CCC[C@](C)(O[C@@H]1O[C@H](CO[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C(C)(C)[C@@H]3CC[C@@]21C,<rdkit.Chem.rdchem.Mol object at 0x00000291434419F0>,277.90999999999997,916.5395511000023,0.09456552434770758,17,11,0.6123000000000061,227.5767999999992
CC(C)=CCC[C@](C)(O[C@@H]1O[C@H](CO[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C(C)(C)[C@@H]3CC[C@@]21C,<rdkit.Chem.rdchem.Mol object at 0x0000029143441A50>,277.90999999999997,916.5395511000023,0.09456552434770758,17,11,0.6123000000000061,227.5767999999992
CN1CCN(Cc2ccc(NC(=O)c3ccc(C)c(c3)C#Cc3cnc4[nH]ncc4c3)cc2C(F)(F)F)CC1,<rdkit.Chem.rdchem.Mol object at 0x0000029143441AB0>,77.14999999999999,532.2198441440008,0.3733975785580282,5,2,4.684620000000003,143.21889999999988
Brc1ccc(\C=C\CNCCNS(=O)(=O)c2cccc3cnccc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000029143441B10>,71.09,445.04595998000053,0.5193465752944636,4,2,3.5786000000000024,112.97720000000002
Brc1ccc(\C=C\CNCCNS(=O)(=O)c2cccc3cnccc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000029143441B70>,71.09,445.04595998000053,0.5193465752944636,4,2,3.5786000000000024,112.97720000000002
Brc1ccc(\C=C\CNCCNS(=O)(=O)c2cccc3cnccc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000029143441BD0>,71.09,445.04595998000053,0.5193465752944636,4,2,3.5786000000000024,112.97720000000002
OC(=O)c1ccc2C(=O)N(C(=O)c2c1)c1cccc(Oc2ccc(cc2)[N+]([O-])=O)c1,<rdkit.Chem.rdchem.Mol object at 0x0000029143441C30>,127.05000000000001,404.0644507240003,0.38817122158255896,7,1,3.885900000000003,104.15370000000003
NC(=N)NCCNS(=O)(=O)c1cccc2cnccc12,<rdkit.Chem.rdchem.Mol object at 0x0000029143441C90>,120.96,293.0946457200004,0.35101309506536377,4,4,-0.003829999999999334,76.84830000000002
OB(O)c1cccc(COc2ccc(\C=C3/SC(=O)N(Cc4ccc(F)cc4)C3=O)cc2)c1,<rdkit.Chem.rdchem.Mol object at 0x0000029143441CF0>,87.07,463.10610232800053,0.4132063232470569,6,2,3.3210000000000015,124.9556
CCOC(=O)C(C#N)C1c2cc(Br)ccc2OC(N)=C1C(=O)OCC,<rdkit.Chem.rdchem.Mol object at 0x0000029143441D50>,111.64,408.03208374400043,0.7434294596890075,7,1,2.3613800000000005,91.09340000000003
N[C@@H]1CCN(O)C1=O,<rdkit.Chem.rdchem.Mol object at 0x0000029143441DB0>,66.56,116.058577496,0.3961092263763194,3,2,-1.0648000000000006,26.0919
N[C@H]1CCN(O)C1=O,<rdkit.Chem.rdchem.Mol object at 0x0000029143441E10>,66.56,116.058577496,0.3961092263763194,3,2,-1.0648000000000006,26.0919
CCOC(=O)[C@@H](C#N)[C@@H]1c2cc(Br)ccc2OC(N)=C1C(=O)OCC,<rdkit.Chem.rdchem.Mol object at 0x0000029143441E70>,111.64,408.03208374400043,0.7434294596890075,7,1,2.3613800000000005,91.09340000000003
CCOC(=O)[C@@H](C#N)[C@@H]1c2cc(Br)ccc2OC(N)=C1C(=O)OCC,<rdkit.Chem.rdchem.Mol object at 0x0000029143441ED0>,111.64,408.03208374400043,0.7434294596890075,7,1,2.3613800000000005,91.09340000000003
OC(=O)c1ccc(cc1)S(=O)(=O)N(Cl)Cl,<rdkit.Chem.rdchem.Mol object at 0x0000029143441F30>,74.67999999999999,268.93163400000014,0.8477693705486263,4,1,1.6831,54.132100000000015
CC1(C)O[C@@H]2CC3C4CCC5=CC(=O)CCC5(C)C4(F)C(O)CC3(C)[C@@]2(O1)C(=O)CCl,<rdkit.Chem.rdchem.Mol object at 0x0000029143441F90>,72.83000000000001,454.1922300240008,0.6406683863701529,5,1,3.889300000000003,112.32680000000005
CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)CC[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CCl,<rdkit.Chem.rdchem.Mol object at 0x0000029143442030>,72.83000000000001,454.1922300240008,0.6406683863701529,5,1,3.889300000000003,112.32680000000005
CCC(=O)O[C@]1([C@@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@]3(F)[C@H](O)C[C@]12C)C(=O)CCl,<rdkit.Chem.rdchem.Mol object at 0x0000029143442090>,80.67000000000002,484.1828082120008,0.4806760513310261,5,1,4.0511000000000035,118.02180000000004
CCCCN(CCCC)CCC(O)c1cc2c(Cl)cc(Cl)cc2c2cc(ccc12)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x00000291434420F0>,23.47,499.16565460000083,0.2817693045006755,2,1,8.644300000000001,132.3088
O[C@H]1CCCN[C@@H]1CC(=O)Cn1cnc2cc(Br)c(Cl)cc2c1=O,<rdkit.Chem.rdchem.Mol object at 0x0000029143442150>,84.22,413.01418118400045,0.7979774205963522,6,2,1.8844999999999996,95.36850000000004
Oc1nc2cc(Cl)ccc2n1C1CCN(CCNC(=O)c2ccc(F)cc2)CC1,<rdkit.Chem.rdchem.Mol object at 0x00000291434421B0>,70.39000000000001,416.14153184400055,0.6663272045931911,5,2,3.601300000000002,109.85200000000003
OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c1ccc(Cl)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000029143442210>,40.54,375.1401348760007,0.759345285057915,3,1,4.425600000000004,100.98730000000003
OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c1ccc(Cl)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000029143442270>,40.54,375.1401348760007,0.759345285057915,3,1,4.425600000000004,100.98730000000003
OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c1ccc(Cl)cc1,<rdkit.Chem.rdchem.Mol object at 0x00000291434422D0>,40.54,375.1401348760007,0.759345285057915,3,1,4.425600000000004,100.98730000000003
CCCCCCCCCC(=O)OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c1ccc(Cl)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000029143442330>,46.61,529.2759000720011,0.13267098764320848,4,0,8.11720000000001,147.4704999999998
Clc1cc(Cl)c(OCC#CI)cc1Cl,<rdkit.Chem.rdchem.Mol object at 0x0000029143442390>,9.23,359.8372457880001,0.43041976642477936,1,0,4.421500000000001,68.763
FC(F)(F)C(Cl)Br,<rdkit.Chem.rdchem.Mol object at 0x00000291434423F0>,0.0,195.890224472,0.523506439863351,0,0,2.5084999999999997,24.622999999999998
FC(F)(F)C(Cl)Br,<rdkit.Chem.rdchem.Mol object at 0x0000029143442450>,0.0,195.890224472,0.523506439863351,0,0,2.5084999999999997,24.622999999999998
Cc1nccc2c3ccccc3[nH]c12,<rdkit.Chem.rdchem.Mol object at 0x00000291434424B0>,28.68,182.08439832,0.5684270068624612,1,1,3.0245200000000008,58.33670000000002
COC(=O)C[C@@](O)(CCC(C)(C)O)C(=O)O[C@H]1[C@@H]2c3cc4OCOc4cc3CCN3CCC[C@]23C=C1OC,<rdkit.Chem.rdchem.Mol object at 0x0000029143442510>,123.99000000000002,531.246831764001,0.4825958107304171,10,2,2.190599999999999,134.63459999999998
CC(C)c1ccc(NC(=O)Cn2cnc3n(C)c(=O)n(C)c(=O)c23)cc1,<rdkit.Chem.rdchem.Mol object at 0x0000029143442570>,90.91999999999999,355.1644395320006,0.7611537462796245,7,1,1.1957999999999993,99.37570000000002
Cc1c(cc(-c2ccccc2)n1CCCN1CCOCC1)C(=O)Nc1cccc(c1)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x00000291434425D0>,46.5,471.21336179600075,0.4980829777860264,4,1,5.456920000000005,125.87820000000004
CCc1ccc(\C=C\C(=O)Nc2ccc(cc2)C(C)=O)o1,<rdkit.Chem.rdchem.Mol object at 0x0000029143442630>,59.31,283.1208434040005,0.6720717798157029,3,1,3.696500000000002,82.19620000000003
CCCCC#Cc1nc(NC)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1,<rdkit.Chem.rdchem.Mol object at 0x0000029143442690>,125.55000000000001,361.1750042160006,0.4338355038549347,9,4,0.02119999999999983,94.28210000000003
CCCCC#Cc1nc(NC)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1,<rdkit.Chem.rdchem.Mol object at 0x00000291434426F0>,125.55000000000001,361.1750042160006,0.4338355038549347,9,4,0.02119999999999983,94.28210000000003
CC(O)c1c(C)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(C)c5CCC(O)=O)c(CCC(O)=O)c4C)c(C)c3C(C)O,<rdkit.Chem.rdchem.Mol object at 0x0000029143442750>,172.41999999999996,598.279134936001,0.1801879204634581,8,6,6.109140000000005,170.5925999999997
CC(O)c1c(C)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(C)c5CCC(O)=O)c(CCC(O)=O)c4C)c(C)c3C(C)O,<rdkit.Chem.rdchem.Mol object at 0x00000291434427B0>,172.41999999999996,598.279134936001,0.1801879204634581,8,6,6.109140000000005,170.5925999999997
Oc1cc2C[C@@]3(O)COc4c(ccc(O)c4O)[C@H]3c2cc1O,<rdkit.Chem.rdchem.Mol object at 0x0000029143442810>,110.38000000000001,302.0790381680004,0.46946133619296915,6,5,1.3204999999999998,75.53500000000001
Oc1cc2C[C@@]3(O)COc4c(ccc(O)c4O)[C@H]3c2cc1O,<rdkit.Chem.rdchem.Mol object at 0x0000029143442870>,110.38000000000001,302.0790381680004,0.46946133619296915,6,5,1.3204999999999998,75.53500000000001
[Fe+3].Cc1c(CCC(O)=O)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(C=C)c5C)c(C=C)c4C)c(C)c3CCC(O)=O,<rdkit.Chem.rdchem.Mol object at 0x00000291434428D0>,131.95999999999998,618.191297328271,0.19342472451059725,6,4,7.501540000000006,168.5659999999997
CC(C)n1nccc1-c1ncccc1COc1cccc(O)c1C=O,<rdkit.Chem.rdchem.Mol object at 0x0000029143442930>,77.24000000000001,337.1426414680005,0.6951676749276839,6,1,3.6231000000000027,93.66930000000006
CC(C)=CCC[C@](C)(O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O)C(C)(C)[C@@H]3[C@@H](O)C[C@@]21C,<rdkit.Chem.rdchem.Mol object at 0x0000029143442990>,80.92,476.3865601440014,0.4055921994501258,4,4,5.471400000000008,137.07319999999999
CC(N)CCCC(C)(C)O,<rdkit.Chem.rdchem.Mol object at 0x00000291434429F0>,46.25,145.146664228,0.6255674875811107,2,2,1.2748000000000002,43.798200000000016
Cc1cc(Nc2ncnc3ccc(cc23)-c2ccc(CNCCS(C)(=O)=O)o2)ccc1Oc1ccn2ncnc2c1,<rdkit.Chem.rdchem.Mol object at 0x0000029143442A50>,136.54,569.1845233440007,0.21897708407673439,11,2,4.911020000000004,156.18019999999967
CCS(=O)(=O)Nc1ccc2NC(=O)\C(c2c1)=C(/Nc1ccc(CN2CCCCC2)cc1)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x0000029143442AB0>,90.54,516.2195118840009,0.35051435987984336,5,3,5.3666000000000045,150.60389999999973
